姓名,位置,年龄,ca,pa,国籍,俱乐部,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度,创造,进攻,技术,制空,精神,拦截射门,身体,速度,精神,指挥防守,意外性,制空,大脚,球员习惯,二维码&球员名片&扫码填写评价,球员习惯,二维码&球员名片&扫码填写评价
Antonio Raíllo,D C,33,144,145,Spain,Mallorca,6,6,7,9,11,6,15,9,9,15,11,10,16,10,17,14,17,13,15,15,15,7,18,9,17,16,10,17,10,10,12,13,12,12,15,14,16,15,14,7,10,2,2,1,4,2,3,2,3,3,2,4,10,12,9,15,12,17,7,10,1,1,20,1,1,1,12,1,1,1,1,1,1,1,186,8,20,"£6,036,997",7100,7100,5600,MediterraneanHispanic,143,5,1991/10/8,0,0,"£37,695",67148381,16.00 ,12.75 ,11.00 ,9.33 ,10.33 ,9.33 ,14.00 ,15.33 ,2.50 ,12.75 ,11.00 ,15.33 ,1.50 ,4.00 ,2.00 ,3.50 ,"激怒对手
倒地铲球",#NAME?,,
Olivier Boscagli,D/DM LC,27,144,145,"France,Monaco",Brighton & Hove Albion,12,13,10,8,14,15,13,12,5,12,14,7,13,13,10,12,15,14,14,13,15,9,14,13,14,16,14,16,13,12,15,12,13,13,16,12,15,12,13,8,10,2,4,3,1,1,3,3,2,1,1,3,15,16,6,15,13,16,15,14,1,17,20,12,14,1,16,10,10,1,1,1,1,1,181,20,10,"£40,590,000",7200,6750,5750,NorthernEuropean,136,6,1997/11/18,0,0,"£30,000",48031641,13.00 ,13.75 ,13.00 ,12.33 ,11.67 ,12.33 ,12.50 ,14.17 ,2.50 ,13.75 ,13.00 ,14.17 ,3.50 ,1.00 ,1.50 ,3.00 ,长距离传球,#NAME?,,
Yoane Wissa,M/AM/ST L,28,144,145,"Democratic Republic of Congo,France",Newcastle United,10,11,13,15,14,10,13,12,8,6,13,13,8,14,13,15,14,15,14,13,14,13,10,16,8,14,12,15,16,14,12,11,14,14,14,12,15,8,15,6,14,4,1,2,1,2,1,2,4,1,1,2,14,14,14,7,13,8,15,14,1,1,1,1,1,1,1,17,1,1,18,1,12,20,176,8,20,"£49,869,000",7200,6900,6500,AfricanCaribbean,143,16,1996/9/3,32,6,"£100,000",85140175,7.33 ,13.00 ,15.00 ,12.67 ,15.33 ,13.67 ,12.00 ,14.00 ,3.00 ,13.00 ,15.00 ,14.00 ,1.50 ,1.00 ,3.00 ,1.50 ,"插入对方禁区
尝试倒勾球
在盘带前先将球停至右脚",#NAME?,,
Carl Starfelt,D C,30,144,144,Sweden,Vigo,7,10,12,5,12,7,15,6,8,15,14,6,13,13,12,16,17,11,15,13,12,6,16,8,16,15,13,14,12,12,12,13,13,13,13,13,14,6,11,5,6,3,1,1,2,3,1,2,2,1,2,3,17,13,4,8,13,13,14,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,185,11,20,"£33,033,354",7200,6200,5950,NorthernEuropean,142,4,1995/6/1,14,0,"£20,000",93055760,14.67 ,12.50 ,12.50 ,11.00 ,8.00 ,12.33 ,14.00 ,14.67 ,2.00 ,12.50 ,12.50 ,14.67 ,1.00 ,2.00 ,3.00 ,2.00 ,"习惯简单短传配合
把球带出防守区域",#NAME?,,
Dan Burn,D LC,33,144,144,England,Newcastle United,7,9,9,9,12,4,15,4,13,15,13,5,16,12,15,15,17,13,13,12,16,8,16,9,16,17,10,17,10,8,8,19,12,12,15,17,15,5,12,5,5,2,1,2,3,3,2,2,1,3,3,4,8,14,4,14,12,18,15,10,1,18,20,1,13,1,1,1,1,1,1,1,1,1,201,20,8,"£13,465,974",7200,7200,5750,NorthernEuropean,142,3,1992/5/9,2,0,"£75,000",29061164,15.67 ,12.00 ,11.00 ,10.33 ,10.33 ,11.00 ,17.00 ,15.00 ,1.50 ,12.00 ,11.00 ,15.00 ,1.50 ,3.00 ,2.50 ,3.00 ,把球带出防守区域,#NAME?,,
Isi Palazón,M/AM RC,30,144,144,Spain,Vallecano,14,14,15,14,16,12,7,15,6,5,15,13,9,16,10,12,12,13,12,13,13,16,16,11,9,12,14,13,15,16,16,10,13,13,14,13,11,11,14,9,8,3,2,3,1,2,1,2,1,3,2,3,15,14,5,15,9,16,10,10,1,1,1,1,1,1,1,1,6,16,12,20,19,1,169,20,7,"£34,704,752",7200,7200,5700,MediterraneanHispanic,142,5,1994/12/27,0,0,"£24,860",67173045,7.67 ,14.75 ,14.00 ,15.00 ,12.67 ,15.67 ,8.50 ,12.33 ,1.50 ,14.75 ,14.00 ,12.33 ,2.50 ,1.00 ,2.50 ,2.00 ,"跑肋部空间接球
远射
角度刁钻的射门
在盘带前先将球停至左脚
喜欢将球转移到边路
经常带球
从右路内切",#NAME?,,
Castello Lukeba,D LC,22,143,170,"France,Angola",RB Leipzig,6,7,12,6,13,6,14,7,12,15,15,7,14,13,14,16,14,16,15,13,15,11,12,9,15,14,13,14,13,12,15,13,12,15,13,14,15,7,13,9,10,3,3,2,1,1,1,1,1,3,3,4,13,15,5,14,14,15,12,11,1,15,20,1,14,1,10,1,1,1,1,1,1,1,184,20,8,"£77,778,608",7250,7000,6000,AfricanCaribbean,144,16,2002/12/17,1,0,"£99,442",49056273,14.67 ,13.50 ,14.00 ,13.00 ,10.33 ,12.67 ,13.50 ,14.50 ,1.00 ,13.50 ,14.00 ,14.50 ,2.50 ,1.00 ,2.00 ,2.50 ,把球带出防守区域,#NAME?,,
Pietro Comuzzo,D C,20,143,-85,Italy,ACF Fiorentina,4,10,8,6,10,5,14,8,11,15,11,6,15,10,14,14,15,14,14,14,15,5,10,9,15,14,9,14,14,13,14,14,12,13,14,16,13,11,10,4,12,4,2,2,3,1,4,2,1,2,2,2,15,13,2,14,15,17,15,17,1,1,20,11,1,9,11,1,7,1,1,1,1,1,185,9,20,"£85,297,208",7150,7150,5150,NorthernEuropean,143,1,2005/2/20,0,0,"£30,745",2000096278,15.00 ,14.25 ,13.50 ,8.33 ,9.67 ,9.33 ,14.00 ,14.33 ,1.50 ,14.25 ,13.50 ,14.33 ,2.00 ,3.00 ,2.50 ,3.00 ,,#NAME?,,
Jamie Gittens,M/AM RL,20,143,168,"England,Barbados",Chelsea,11,11,17,11,14,11,6,13,6,7,11,12,7,16,10,12,9,11,10,10,12,16,3,12,7,11,10,11,17,16,12,7,10,17,12,10,13,8,13,13,12,3,2,3,4,2,2,2,1,3,1,1,12,17,10,8,8,8,14,15,1,1,1,1,12,12,1,16,1,15,20,14,15,12,175,12,20,"£69,953,998",7250,6900,6500,AfricanCaribbean,135,16,2004/8/8,0,0,"£125,000",2000015300,7.00 ,12.50 ,17.00 ,12.33 ,11.33 ,15.67 ,6.50 ,10.67 ,1.50 ,12.50 ,17.00 ,10.67 ,2.50 ,4.00 ,2.50 ,1.50 ,"喜欢连续过多人
经常带球",#NAME?,,
Renato Veiga,D LC,22,143,168,"Portugal,Cape Verde Islands",Villarreal,8,9,12,7,13,12,13,11,16,14,13,12,15,13,16,14,14,14,13,14,13,14,10,12,13,11,12,14,12,12,14,14,14,14,13,14,13,13,10,8,16,3,3,1,3,3,1,1,2,2,3,2,14,16,14,9,11,9,8,7,1,15,20,1,12,1,15,10,13,1,1,1,1,1,190,20,12,"£108,527,072",7150,7150,5750,AfricanCaribbean,142,12,2003/7/29,5,0,"£48,142",83320123,14.00 ,13.25 ,13.00 ,13.00 ,11.00 ,12.67 ,13.50 ,13.17 ,1.50 ,13.25 ,13.00 ,13.17 ,2.00 ,3.00 ,3.00 ,1.50 ,,#NAME?,,
Thomas Lemar,M/AM RLC,29,143,165,"France,Guadeloupe",A. Madrid,16,15,15,12,15,15,6,13,2,7,16,14,6,16,9,12,10,13,12,12,14,16,10,14,8,14,16,15,14,15,12,6,11,14,13,10,9,5,15,15,16,2,1,1,1,3,2,1,1,3,1,3,10,14,3,14,13,15,18,16,1,10,1,1,12,1,12,14,16,12,18,20,16,1,170,20,10,"£29,555,872",7150,6850,6600,MixedRace,139,14,1995/11/12,27,4,"£51,852",85093001,7.00 ,12.50 ,14.00 ,16.00 ,13.00 ,15.33 ,6.00 ,12.33 ,1.00 ,12.50 ,14.00 ,12.33 ,1.00 ,1.00 ,2.50 ,2.50 ,"插入对方禁区
远射
喜欢从双侧内切
经常带球",#NAME?,,
Nahuel Molina,D/WB R,27,143,162,Argentina,A. Madrid,12,14,13,11,13,11,8,12,13,12,14,6,13,14,13,13,14,13,14,12,15,13,11,16,12,13,14,15,15,15,12,8,15,15,14,12,11,10,15,8,13,2,2,2,3,3,2,3,2,3,3,1,14,15,5,9,15,14,13,11,1,10,14,20,10,16,1,1,1,15,1,1,10,1,175,12,20,"£29,309,572",7150,7250,6650,NativeAmerican,140,11,1998/4/6,52,1,"£49,426",14129337,12.33 ,13.25 ,15.00 ,13.67 ,13.33 ,13.33 ,8.00 ,13.50 ,2.50 ,13.25 ,15.00 ,13.50 ,2.00 ,3.00 ,2.50 ,1.50 ,有机会就前插,#NAME?,,
Joshua Zirkzee,ST C,24,143,160,"Netherlands,Nigeria",Manchester United,4,9,17,13,15,11,12,12,3,5,16,13,6,18,8,15,9,13,13,14,13,19,9,14,6,18,16,13,12,14,13,13,15,12,15,14,12,11,14,8,8,2,2,2,2,2,4,3,1,1,2,2,15,17,12,12,11,13,12,9,1,1,1,1,1,1,1,1,1,1,9,15,9,20,193,13,20,"£49,500,000",7250,7000,6150,MixedRace,143,13,2001/5/22,6,1,"£105,000",37060922,5.67 ,14.00 ,12.00 ,17.00 ,13.33 ,16.67 ,12.50 ,13.67 ,2.00 ,14.00 ,12.00 ,13.67 ,2.00 ,2.00 ,2.00 ,3.00 ,"经常尝试传身后球
背身拿球
回撤拿球
趟球变向加速过人
喜欢接脚下球",#NAME?,,
Maximilian Beier,AM/ST RLC,22,143,160,Germany,Borussia Dortmund,8,9,13,14,12,8,13,12,14,7,11,13,8,13,12,14,13,12,10,11,16,13,11,14,7,13,11,16,16,16,11,13,17,17,15,10,13,6,14,4,15,2,1,2,3,1,1,1,1,2,2,2,8,17,2,12,12,18,14,15,1,1,1,1,8,8,1,12,10,12,15,16,15,20,185,10,20,"£83,347,560",7300,7150,5750,NorthernEuropean,137,1,2002/10/17,4,0,"£91,155",91207281,7.33 ,13.00 ,16.50 ,11.67 ,13.33 ,12.67 ,13.00 ,12.83 ,1.00 ,13.00 ,16.50 ,12.83 ,1.50 ,3.00 ,1.50 ,1.50 ,,#NAME?,,
Rasmus Højlund,ST ,22,143,160,Denmark,Manchester United,6,11,13,14,13,7,10,11,7,6,12,12,7,12,14,13,11,14,12,11,14,12,7,12,7,14,10,16,15,13,16,15,13,17,15,15,12,10,13,7,9,1,3,2,2,2,1,3,4,2,2,2,12,15,5,12,10,16,14,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,191,20,15,"£66,016,000",7150,7500,6000,NorthernEuropean,142,1,2003/2/4,26,8,"£80,000",27160181,6.67 ,14.75 ,16.00 ,11.33 ,13.33 ,12.67 ,12.50 ,12.50 ,3.50 ,14.75 ,16.00 ,12.50 ,2.50 ,2.00 ,1.50 ,1.50 ,"大力射门
经常带球",#NAME?,,
Tomás Araújo,D RC,23,143,160,Portugal,Sport Lisboa e Benfica,8,9,11,7,13,5,12,5,13,14,14,5,16,14,11,15,14,16,14,13,15,12,12,7,14,15,13,14,15,13,13,13,11,16,14,12,15,5,9,11,13,3,1,1,1,1,4,4,3,2,1,2,8,13,6,15,10,16,15,18,1,1,20,15,1,12,5,1,1,1,1,1,1,1,187,10,20,"£40,732,944",7000,7000,5500,MediterraneanHispanic,142,4,2002/5/16,1,0,"£27,015",83243060,14.67 ,13.00 ,15.50 ,13.00 ,10.00 ,12.67 ,12.50 ,14.33 ,3.50 ,13.00 ,15.50 ,14.33 ,1.00 ,1.00 ,2.00 ,3.00 ,,#NAME?,,
Gerónimo Rulli,GK ,33,143,159,"Argentina,Italy",Olympique de Marseille,3,1,3,3,7,1,5,1,1,2,13,2,2,13,8,13,15,12,13,11,11,2,11,2,13,14,10,11,11,15,9,14,17,10,12,12,14,8,14,5,2,14,14,13,10,14,15,19,17,16,14,13,14,15,5,18,10,20,13,8,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,6,20,"£300,000,000",7150,7250,6400,MediterraneanHispanic,142,4,1992/5/20,6,0,"£42,213",14030119,5.67 ,12.00 ,10.50 ,8.33 ,5.67 ,7.67 ,9.50 ,12.83 ,18.00 ,12.00 ,10.50 ,12.83 ,13.50 ,10.00 ,14.00 ,14.00 ,,#NAME?,,
Ross Barkley,DM/M C,31,143,159,"England,Nigeria",Aston Villa,13,11,16,12,16,14,12,15,9,6,16,12,8,16,9,14,11,12,12,12,12,15,13,12,12,13,15,14,13,11,14,12,12,13,12,15,8,6,12,13,8,1,3,1,2,3,3,3,1,3,3,3,5,14,12,15,13,14,12,13,1,1,1,1,1,1,20,1,18,1,14,15,12,1,189,14,20,"£18,712,468",7150,7000,6000,NorthernEuropean,135,2,1993/12/5,33,6,"£90,000",28058224,8.67 ,13.00 ,13.00 ,15.33 ,12.00 ,16.00 ,12.00 ,12.33 ,2.00 ,13.00 ,13.00 ,12.33 ,2.00 ,2.00 ,2.00 ,3.00 ,"中路带球突进
大力射门
利用脚下技术将球带出危险区
喜欢接脚下球",#NAME?,,
Mikkel Damsgaard,M/AM RLC,25,143,158,Denmark,Brentford,13,13,15,11,14,11,6,11,7,8,16,12,11,16,13,13,13,14,14,14,14,16,8,14,8,14,16,14,13,14,11,7,11,13,13,8,14,4,14,11,16,2,1,3,2,3,2,2,3,2,3,3,12,13,4,12,10,13,13,14,1,1,1,1,1,1,1,12,16,12,16,20,15,8,180,15,20,"£43,450,000",7150,7750,6500,NorthernEuropean,143,4,2000/7/3,32,4,"£70,000",27128917,9.00 ,11.50 ,13.00 ,16.00 ,13.00 ,15.00 ,6.50 ,13.67 ,2.50 ,11.50 ,13.00 ,13.67 ,2.00 ,2.00 ,2.50 ,2.50 ,"中路带球突进
经常尝试传身后球
撞墙式配合",#NAME?,,
Reiss Nelson,M/AM RL,25,143,158,"England,Jamaica",Arsenal,12,12,15,11,14,12,6,13,8,5,13,10,6,15,12,12,11,13,11,12,11,16,5,14,5,11,13,12,17,16,14,7,14,15,13,9,12,6,13,13,16,2,2,3,2,3,1,2,2,1,1,3,8,14,10,12,14,10,14,13,1,1,1,1,8,8,1,15,1,16,20,10,20,8,175,12,20,"£21,725,000",7150,7150,6000,MixedRace,139,13,1999/12/10,0,0,"£90,000",28107919,5.33 ,13.00 ,16.00 ,14.00 ,12.67 ,14.67 ,6.50 ,11.33 ,2.00 ,13.00 ,16.00 ,11.33 ,2.50 ,2.00 ,2.50 ,2.00 ,弧线球射门,#NAME?,,
"Aimar(Atlético Pamplona,Spain,Pays Basque)",M/AM LC,23,143,156,"Spain,Pays Basque",Atlético Pamplona,11,13,14,12,15,12,7,11,6,6,15,16,11,16,10,12,13,15,13,15,14,16,13,11,11,15,15,14,13,14,12,8,10,13,14,11,14,7,12,8,14,4,1,3,1,1,2,3,1,1,4,1,12,14,8,16,12,16,15,11,1,1,1,1,1,1,10,16,19,10,18,20,14,1,177,12,20,"£34,568,272",7150,7150,5650,MediterraneanHispanic,143,6,2001/11/27,0,0,"£42,496",67276375,9.33 ,12.75 ,13.00 ,15.33 ,12.67 ,15.00 ,7.50 ,13.67 ,2.00 ,12.75 ,13.00 ,13.67 ,2.00 ,1.00 ,2.50 ,1.50 ,,#NAME?,,
Alex Iwobi,M/AM RLC,29,143,155,"Nigeria,England",Fulham,9,14,14,13,13,9,8,13,4,8,14,11,11,14,9,13,10,14,13,15,15,15,8,14,14,15,14,15,14,13,15,12,13,13,16,12,14,8,13,7,15,2,3,3,3,4,3,1,2,4,1,1,14,13,7,12,13,15,14,15,1,1,1,1,1,10,12,14,20,13,20,18,16,8,180,8,20,"£41,277,500",7150,7150,6250,AfricanCaribbean,138,14,1996/5/3,84,10,"£95,000",28084930,11.00 ,14.00 ,13.50 ,14.33 ,13.67 ,13.67 ,10.00 ,13.50 ,1.50 ,14.00 ,13.50 ,13.50 ,3.00 ,3.00 ,3.00 ,2.00 ,"经常尝试传身后球
尝试花式动作
经常带球",#NAME?,,
Eddie Nketiah,AM/ST LC,26,143,155,"England,Ghana",Crystal Palace,6,12,14,14,12,5,14,9,6,7,12,14,7,14,13,13,12,14,11,11,14,15,7,14,9,15,11,13,16,16,15,9,14,15,14,11,12,8,12,8,13,1,2,3,3,2,2,3,3,2,2,2,10,14,4,13,14,14,13,14,1,1,1,1,1,1,1,14,1,12,16,16,14,20,175,12,20,"£38,500,000",7000,7000,6000,AfricanCaribbean,137,17,1999/5/30,1,0,"£90,000",28106687,7.67 ,14.00 ,15.50 ,12.67 ,14.00 ,13.33 ,11.50 ,12.67 ,3.00 ,14.00 ,15.50 ,12.67 ,2.50 ,3.00 ,1.50 ,2.00 ,"跑肋部空间接球
趟球变向加速过人",#NAME?,,
James Ward-Prowse,DM/M/AM C,30,143,155,England,West Ham United,20,18,10,12,13,19,7,11,6,9,13,13,13,15,15,13,13,14,13,12,17,11,18,12,12,17,13,19,10,11,12,7,19,11,20,12,17,11,13,6,15,3,3,2,3,1,2,4,1,2,1,3,11,14,4,18,12,17,14,13,1,1,1,12,1,12,17,10,20,13,10,19,13,1,173,10,20,"£35,555,196",7150,7150,6250,NorthernEuropean,135,4,1994/11/1,11,2,"£100,000",29076100,11.33 ,13.75 ,10.50 ,12.33 ,12.67 ,12.67 ,7.00 ,14.17 ,2.50 ,13.75 ,10.50 ,14.17 ,2.50 ,3.00 ,2.00 ,2.50 ,"激怒对手
不喜欢倒地铲球",#NAME?,,
"Ladislav Krejčí(Girona,Czechia)",D C,26,143,155,Czechia,Girona,7,9,12,11,12,9,15,14,8,14,14,14,14,12,15,14,16,14,15,12,16,11,16,8,12,14,10,17,13,12,15,15,12,13,16,15,14,14,14,8,14,1,4,2,1,1,1,1,4,3,2,1,11,16,9,15,12,13,9,13,1,1,20,1,1,1,14,1,12,1,1,1,1,1,191,20,9,"£34,137,032",7150,7150,5650,NorthernEuropean,144,1,1999/4/20,20,3,"£20,740",25055083,13.33 ,14.50 ,13.00 ,11.67 ,11.00 ,12.00 ,15.00 ,14.50 ,2.50 ,14.50 ,13.00 ,14.50 ,3.00 ,1.00 ,1.00 ,1.00 ,"远射
控制节奏
倒地铲球",#NAME?,,
Matteo Darmian,D/WB/M RLC,35,143,155,Italy,Blu-neri Milano,5,12,10,10,13,5,13,8,12,14,13,4,14,12,13,14,16,16,17,12,18,5,10,13,14,18,11,17,11,12,14,12,18,12,13,13,17,9,14,5,17,1,1,1,3,4,1,2,1,1,2,2,10,18,8,14,18,20,18,18,1,15,16,20,15,20,1,15,1,16,1,1,1,1,182,11,20,"£2,048,365",7150,6850,6250,NorthernEuropean,133,4,1989/12/2,46,2,"£53,348",7990060,14.00 ,13.00 ,11.50 ,9.67 ,13.00 ,11.67 ,12.50 ,15.83 ,1.50 ,13.00 ,11.50 ,15.83 ,1.00 ,3.00 ,2.50 ,1.50 ,倒地铲球,#NAME?,,
Oumar Solet,D C,25,143,155,"France,Central African Republic",Udinese Calcio,4,6,13,6,13,6,13,10,4,15,13,6,14,13,15,15,15,14,12,11,11,12,12,11,16,13,12,14,13,13,15,16,14,13,13,16,15,9,11,11,13,2,1,3,3,2,3,2,3,2,1,3,16,10,13,10,13,10,8,11,1,1,20,1,1,1,14,1,10,1,1,1,1,1,192,10,20,"£19,110,202",7150,6550,5400,AfricanCaribbean,141,17,2000/2/7,0,0,"£21,605",49037684,15.00 ,14.25 ,13.00 ,12.33 ,10.33 ,13.00 ,14.50 ,12.83 ,2.50 ,14.25 ,13.00 ,12.83 ,2.00 ,3.00 ,2.00 ,3.00 ,"经常带球
把球带出防守区域",#NAME?,,
Ricardo Horta,AM RLC,30,143,155,Portugal,Sporting Clube de Braga,12,12,13,14,14,14,7,14,6,5,13,14,9,15,8,11,8,12,11,13,13,15,14,17,8,14,13,11,15,16,13,7,14,14,13,6,14,6,14,7,12,2,3,2,1,4,2,3,3,3,1,1,10,14,11,18,15,15,11,14,1,1,1,1,1,1,1,14,12,12,18,20,18,15,173,12,20,"£25,926,204",7000,7250,6000,MediterraneanHispanic,136,5,1994/9/15,12,4,"£19,888",55069796,7.33 ,12.00 ,14.50 ,13.67 ,14.33 ,14.00 ,7.00 ,11.67 ,3.00 ,12.00 ,14.50 ,11.67 ,2.50 ,1.00 ,3.00 ,1.50 ,"弧线球射门
撞墙式配合
从左路内切",#NAME?,,
Yangel Herrera,DM/M C,27,143,155,"Venezuela,Spain",Real San Sebastián,8,10,11,10,13,9,12,14,8,11,14,11,13,14,16,14,14,12,14,15,14,9,13,13,12,15,13,15,14,14,13,12,13,13,16,13,14,13,12,13,13,3,2,2,3,2,1,1,4,3,2,1,13,15,12,10,12,11,10,8,1,1,12,1,1,1,20,1,18,1,1,1,1,1,184,12,20,"£39,636,888",7150,7150,6300,MediterraneanHispanic,143,12,1998/1/7,43,3,"£48,142",86047272,12.00 ,14.00 ,13.50 ,12.00 ,11.67 ,12.67 ,12.00 ,14.33 ,2.50 ,14.00 ,13.50 ,14.33 ,2.00 ,3.00 ,2.50 ,1.00 ,"插入对方禁区
与裁判争论
把球带出防守区域",#NAME?,,
Carlos Soler,M/AM RC,28,143,154,Spain,Real San Sebastián,14,13,13,13,14,14,12,15,5,11,14,16,11,15,13,13,12,13,13,13,15,14,13,13,13,14,14,14,13,13,14,11,13,13,14,12,13,11,14,8,15,1,3,1,1,3,3,1,4,3,2,2,12,14,5,15,14,16,13,12,1,1,1,13,1,13,14,13,20,18,13,17,17,1,180,10,20,"£44,802,604",7300,7400,6150,MediterraneanHispanic,140,1,1997/1/2,9,3,"£54,885",67196204,11.67 ,13.25 ,13.00 ,14.00 ,13.00 ,14.00 ,11.50 ,13.33 ,2.50 ,13.25 ,13.00 ,13.33 ,2.00 ,1.00 ,2.00 ,2.50 ,经常带球,#NAME?,,
Donyell Malen,AM/ST RL,26,143,154,"Netherlands,Suriname",Aston Villa,12,11,15,15,13,11,12,13,6,6,12,13,6,14,11,14,9,13,10,11,11,14,7,13,6,11,12,10,16,16,13,8,12,16,12,12,12,5,11,12,12,1,3,3,2,2,3,3,3,2,2,3,12,13,7,9,10,12,12,14,1,1,1,1,1,1,1,12,1,12,18,13,18,20,176,10,20,"£25,675,000",7150,7000,6250,AfricanCaribbean,133,12,1999/1/19,43,11,"£130,000",37055844,6.00 ,13.25 ,16.00 ,12.67 ,13.67 ,14.00 ,10.00 ,11.00 ,3.00 ,13.25 ,16.00 ,11.00 ,3.00 ,2.00 ,1.50 ,3.00 ,大力射门,#NAME?,,
Florian Thauvin,AM/ST RC,32,143,154,"France,Spain",RC Lens,14,15,16,15,16,14,11,14,4,5,16,14,6,17,10,13,12,14,13,12,13,16,8,14,6,13,15,12,14,14,13,11,8,12,12,8,12,7,10,6,14,3,3,1,1,2,3,1,3,1,1,1,9,13,8,14,11,15,14,12,1,1,1,1,1,1,1,10,9,15,12,20,20,18,181,20,10,"£300,000,000",7150,7150,6400,MediterraneanHispanic,137,6,1993/1/26,10,1,"£36,574",85046587,5.67 ,11.75 ,13.00 ,15.67 ,14.33 ,16.33 ,11.00 ,12.67 ,2.00 ,11.75 ,13.00 ,12.67 ,2.00 ,1.00 ,2.50 ,2.00 ,"大力射门
尝试花式动作
经常带球
从右路内切",#NAME?,,
Santiago Giménez,ST ,24,143,154,"Mexico,Argentina,Italy",Casciavit Milano,8,9,13,16,11,8,15,14,9,7,13,15,8,13,11,16,13,14,15,14,14,13,12,14,7,14,13,14,12,13,16,12,13,13,15,14,13,11,15,8,8,2,1,3,3,3,3,1,1,2,1,3,14,16,8,14,12,14,13,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,182,20,12,"£21,688,248",7150,7000,5450,MediterraneanHispanic,143,2,2001/4/18,42,5,"£76,947",51067947,7.33 ,14.50 ,12.50 ,13.00 ,14.67 ,12.33 ,13.50 ,14.33 ,1.00 ,14.50 ,12.50 ,14.33 ,2.00 ,3.00 ,2.50 ,3.00 ,跑肋部空间接球,#NAME?,,
Alexandr Golovin,M/AM LC,29,143,152,Russia,AS Monaco,14,13,15,12,15,13,7,16,3,10,15,13,11,15,13,13,12,12,13,13,15,15,11,13,11,14,16,13,14,14,14,10,14,12,13,10,12,8,15,11,15,3,2,2,3,1,3,1,3,3,3,2,10,15,4,17,17,17,14,12,1,1,1,1,1,1,12,18,15,12,15,20,14,1,178,12,20,"£26,950,290",7150,7250,5950,NorthernEuropean,143,3,1996/5/30,48,6,"£95,561",58104594,10.67 ,12.75 ,13.00 ,15.33 ,12.33 ,15.00 ,8.50 ,13.33 ,2.00 ,12.75 ,13.00 ,13.33 ,2.00 ,3.00 ,2.00 ,2.50 ,"中路带球突进
远射
控制节奏
喜欢接脚下球
经常带球",#NAME?,,
Đorđe Petrović,GK ,25,143,152,Serbia,AFC Bournemouth,7,1,2,2,11,9,3,1,3,3,11,3,2,10,5,14,13,14,13,13,11,2,12,2,15,13,12,12,11,13,13,16,12,15,13,14,12,5,14,6,15,15,12,13,9,13,13,13,17,10,13,11,14,11,4,10,10,14,10,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,194,7,20,"£32,587,500",7150,7250,5500,MediterraneanHispanic,140,6,1999/10/8,7,0,"£70,000",62216198,6.67 ,13.25 ,13.00 ,8.33 ,6.00 ,7.67 ,9.50 ,12.83 ,15.00 ,13.25 ,13.00 ,12.83 ,12.50 ,9.00 ,14.00 ,12.00 ,,#NAME?,,
Logan Costa,D C,24,143,152,"Cape Verde Islands,France",Villarreal,7,10,9,6,12,5,16,8,8,16,12,6,14,11,14,13,14,12,13,12,14,6,8,10,16,14,11,13,12,14,13,15,14,13,14,16,13,7,10,6,10,1,2,1,3,2,4,1,1,3,3,3,12,12,6,11,10,12,12,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,190,9,20,"£23,981,262",7150,6600,5650,AfricanCaribbean,141,15,2001/4/1,26,0,"£48,142",49039003,15.33 ,14.25 ,12.50 ,9.67 ,9.33 ,10.67 ,15.50 ,13.33 ,1.00 ,14.25 ,12.50 ,13.33 ,1.50 ,3.00 ,1.50 ,3.50 ,倒地铲球,#NAME?,,
Reinildo,D/WB LC,31,143,152,Mozambique,Sunderland,8,12,12,8,12,8,13,8,9,15,12,5,15,12,16,14,17,13,16,13,17,8,6,13,14,17,11,17,14,14,11,11,14,14,16,12,16,10,13,10,16,3,3,4,3,2,2,2,2,1,1,1,17,14,6,12,14,17,12,11,1,20,18,1,16,1,1,10,1,1,1,1,1,1,180,20,8,"£300,000,000",7150,7000,6500,AfricanCaribbean,141,14,1994/1/21,51,4,"£65,000",13160655,14.67 ,13.25 ,14.00 ,10.33 ,11.33 ,12.00 ,12.00 ,15.67 ,2.00 ,13.25 ,14.00 ,15.67 ,3.50 ,3.00 ,2.50 ,1.50 ,,#NAME?,,
